prov_kode_bps,prov_nama_bps,prov_kode_dagri,prov_nama_dagri,city_kode_bps,city_nama_bps,city_kode_dagri,city_nama_dagri
96,PAPUA TENGAH,94,PAPUA TENGAH,9607,PUNCAK,94.05,KABUPATEN PUNCAK
96,PAPUA TENGAH,94,PAPUA TENGAH,9608,PUNCAK JAYA,94.02,KABUPATEN PUNCAK JAYA
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9701,NDUGA,95.08,KABUPATEN NDUGA
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9702,JAYAWIJAYA,95.01,KABUPATEN JAYAWIJAYA
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9703,LANNY JAYA,95.07,KABUPATEN LANNY JAYA
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9704,TOLIKARA,95.04,KABUPATEN TOLIKARA
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9705,MAMBERAMO TENGAH,95.05,KABUPATEN MAMBERAMO TENGAH
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9706,YALIMO,95.06,KABUPATEN YALIMO
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9707,YAHUKIMO,95.03,KABUPATEN YAHUKIMO
97,PAPUA PEGUNUNGAN,95,PAPUA PEGUNUNGAN,9708,PEGUNUNGAN BINTANG,95.02,KAB PEGUNUNGAN BINTANG
